,Unnamed: 0,Date,Tweet Id,Reviews,Username,processed_reviews,compound,neg,neu,pos,Sentiment
260,269,2022-04-07 11:15:15+00:00,1.51203e+18,_GT_ 1982 Con sus 600 likes! 🤣🤣🤣🤣🤣🤣,soylacanallare1,gt con sus likes,0.5994,0.0,0.29,0.71,Positive
261,270,2022-04-07 11:10:39+00:00,1.51203e+18," Protegge eccome, protegge dalla coerenza e dalla razionalità 

Boosterizzatevi BESTIE che sta arrivando l' Omnicron Abarth  
🐑🐑🐑🐑",michel_mrk,protegge eccome protegge dalla coerenza e dalla razionalit boosterizzatevi bestie che sta arrivando l omnicron abarth,0.4588,0.0,0.833,0.167,Positive
262,271,2022-04-07 11:09:10+00:00,1.51202e+18,  4_GT  11  _LVC  Esa mierda no me representa!,soylacanallare1,gt lvc esa mierda no me representa,-0.0258,0.237,0.538,0.226,Neutral
263,272,2022-04-07 11:06:30+00:00,1.51202e+18,"1 Se las van a dejar ir hasta adentro..,. ",soylacanallare1,se las van a dejar ir hasta adentro,0.0,0.0,1.0,0.0,Neutral
264,273,2022-04-07 11:00:42+00:00,1.51202e+18,_gt Vaya respeto hacia las mujeres la de este animal raro,soylacanallare1,gt vaya respeto hacia las mujeres la de este animal raro,0.2732,0.0,0.826,0.174,Positive
265,274,2022-04-07 10:58:29+00:00,1.51202e+18, Ser puta,soylacanallare1,ser puta,0.0,0.0,1.0,0.0,Neutral
266,275,2022-04-07 10:56:30+00:00,1.51202e+18,  Aprende a leer mamaita…,soylacanallare1,aprende a leer mamaita,0.0,0.0,1.0,0.0,Neutral
267,276,2022-04-07 10:53:01+00:00,1.51202e+18,6th wave? Really? We were told Omnicron Prime was the wave 4. What happened to wave 5? Did it call in sick?!?,BruceH5150,th wave really we were told omnicron prime was the wave what happened to wave did it call in sick,-0.5106,0.148,0.852,0.0,Negative
268,277,2022-04-07 10:51:03+00:00,1.51202e+18,"1982  Estas hablando de  ?  Ya superalo cerote, te echaron a la verga y si no arregla tu situación de corrupto NUNCA vas a regresar a Guatemala. Lloriqueando igual a tu nana!  Ridículo!",soylacanallare1,estas hablando de ya superalo cerote te echaron a la verga y si no arregla tu situaci n de corrupto nunca vas a regresar a guatemala lloriqueando igual a tu nana rid culo,-0.296,0.064,0.936,0.0,Negative
269,278,2022-04-07 10:45:46+00:00,1.51202e+18,Demam vaksin booster malah luih parah daripada omnicron 😵‍💫,yuntoto,demam vaksin booster malah luih parah daripada omnicron,0.0,0.0,1.0,0.0,Neutral
270,279,2022-04-07 10:14:43+00:00,1.51201e+18,My cat ears are stuck in china because of omnicron,un1qa,my cat ears are stuck in china because of omnicron,-0.25,0.182,0.818,0.0,Negative
271,280,2022-04-07 10:06:47+00:00,1.51201e+18,"_Fan_NJ 4TheNet They can tell because it’s from Omnicron because when it’s a variant it kinda has a glitch that’s not the same as Omnicron, but just a tiny one. Not like 50 different different glitches which is a new variant. Trust me the OG COVID was a lot worse than Omnicron (the OG one).",FPOnTheDL,fan nj thenet they can tell because it s from omnicron because when it s a variant it kinda has a glitch that s not the same as omnicron but just a tiny one not like different different glitches which is a new variant trust me the og covid was a lot worse than omnicron the og one,-0.1815,0.102,0.807,0.091,Negative
272,281,2022-04-07 10:01:16+00:00,1.51201e+18," People question nothing. In the same way, they were pushing the booster for Omnicron when the booster was made before Omni was a twinkle in the eye.",wickham_hurd,people question nothing in the same way they were pushing the booster for omnicron when the booster was made before omni was a twinkle in the eye,0.0,0.0,1.0,0.0,Neutral
273,282,2022-04-07 10:00:15+00:00,1.51201e+18, Anch'io e poi vorrei ancora Omnicron ed poi ancora Omnicron ma Abarth in modo che vi boosterizzati tutti per un futuro migliore come quelli come mio figlio che un ago non l'han mai visto neanche dopo la legge Lorenzin,michel_mrk,anch io e poi vorrei ancora omnicron ed poi ancora omnicron ma abarth in modo che vi boosterizzati tutti per un futuro migliore come quelli come mio figlio che un ago non l han mai visto neanche dopo la legge lorenzin,0.4588,0.0,0.93,0.07,Positive
274,283,2022-04-07 09:58:52+00:00,1.51201e+18," De varianten na Corona. Van 1 februari 2021.
Alpha.
Delta.
Omnicron
Zeta
Ba 1. en Ba.2
En nu XD En XE. De variant met Ba1 en Ba2.

Dus Corona wordt een steeds lichtere vorm. ",Hallo12345620,de varianten na corona van februari alpha delta omnicron zeta ba en ba en nu xd en xe de variant met ba en ba dus corona wordt een steeds lichtere vorm,0.5859,0.0,0.888,0.112,Positive
275,285,2022-04-07 09:45:16+00:00,1.512e+18, The Covid inoculation did not work with the original COVID-19 variant. It only took a few months to see breakthrough cases. The spike protein of the Omnicron variant is at least 30% different. The present inoculation does not work on it at all. Healthy kids don’t need it period,ScottHe51108390,the covid inoculation did not work with the original covid variant it only took a few months to see breakthrough cases the spike protein of the omnicron variant is at least different the present inoculation does not work on it at all healthy kids don t need it period,0.6124,0.0,0.904,0.096,Positive
276,286,2022-04-07 09:31:01+00:00,1.512e+18,I currently have Omnicron and feel like Bruce Almighty when he first got his powers. This itchy throat and cough slaps,SeanDOlfc,i currently have omnicron and feel like bruce almighty when he first got his powers this itchy throat and cough slaps,0.0323,0.099,0.796,0.105,Neutral
277,287,2022-04-07 09:30:13+00:00,1.512e+18,"4 I was worried about the other mutations of Omnicron, but hopefully it will recede. At least until winter.",RebeccaMassal,i was worried about the other mutations of omnicron but hopefully it will recede at least until winter,0.4497,0.076,0.757,0.168,Positive
278,288,2022-04-07 08:21:06+00:00,1.51198e+18," @_msancheez Vaya pedazo de maricon, eres peor que un virus",Omnicron21,msancheez vaya pedazo de maricon eres peor que un virus,0.0,0.0,1.0,0.0,Neutral
279,289,2022-04-07 08:15:16+00:00,1.51198e+18, Announcing the new Omnicron XE,TraderPse,announcing the new omnicron xe,0.0,0.0,1.0,0.0,Neutral
280,290,2022-04-07 07:58:03+00:00,1.51198e+18,"730 11 1dv3 Its 2022 and we have ""safe and effective drugs"" with omnicron that's supposed to be 1/10 the lethality vs the wuhan strain.

Are you seeing the glaring problem in the program yet? Something's killing a lot people, but its not covid.

You know what it is by now.

The ""vaccine"". ",Sea__Sebastian,dv its and we have safe and effective drugs with omnicron that s supposed to be the lethality vs the wuhan strain are you seeing the glaring problem in the program yet something s killing a lot people but its not covid you know what it is by now the vaccine,-0.1655,0.102,0.827,0.072,Negative
281,291,2022-04-07 07:44:16+00:00,1.51197e+18,"_kannan  I missed it when it was released since it was close to the Omnicron wave. And then got really busy. But so glad I watched it. I am not even a sports/ cricket fan. But Kabir has a made a fabulous movie, so entertaining and inspiring.",chhabs,kannan i missed it when it was released since it was close to the omnicron wave and then got really busy but so glad i watched it i am not even a sports cricket fan but kabir has a made a fabulous movie so entertaining and inspiring,0.9707,0.025,0.642,0.333,Positive
282,292,2022-04-07 06:35:35+00:00,1.51196e+18,_qc Pfizer disait pas que le vaccin pour omnicron serait prêt pour mars et que les vaccins arn étaient conçu pour être modifiéea rapidement? Pourtant on est en avril et 0 nouvelle la dessus 😂,marc_choquette,qc pfizer disait pas que le vaccin pour omnicron serait pr t pour mars et que les vaccins arn taient con u pour tre modifi ea rapidement pourtant on est en avril et nouvelle la dessus,0.0,0.0,1.0,0.0,Neutral
283,293,2022-04-07 06:26:50+00:00,1.51195e+18, Who is going to listen the masking mandate has been removed . Whoever was wearing is mask now isn’t … what is this omnicron xe variant &amp; what are its symptoms,Parinazmistry5,who is going to listen the masking mandate has been removed whoever was wearing is mask now isn t what is this omnicron xe variant amp what are its symptoms,0.0,0.0,1.0,0.0,Neutral
284,294,2022-04-07 06:17:19+00:00,1.51195e+18,Closing Time. Continue to Either Stay Safe or Get Vaccinated From COVID19/Omnicron. LATER Tweeters. Once Again. A Very HAPPY HAPPY BIRTHDAY To The Gorgeous Aussie Model Star. _mw!!! 🎂🥳🎉🎈🌺🌹🎂🥳🎉🎈🌺🌹 ,deadcon8,closing time continue to either stay safe or get vaccinated from covid omnicron later tweeters once again a very happy happy birthday to the gorgeous aussie model star mw,0.942,0.0,0.627,0.373,Positive
285,295,2022-04-07 06:09:28+00:00,1.51195e+18,These Omicron variants have now started sounding like car models. Omicron XE now Omnicron AT next God knows. ,KaranChoudhury1,these omicron variants have now started sounding like car models omicron xe now omnicron at next god knows,0.5574,0.0,0.777,0.223,Positive
286,296,2022-04-07 05:58:28+00:00,1.51195e+18, Bargaining her with a pecan?!? I’m having all types of emotions!?♥️ I love them so much!,Fallen_Cherub,bargaining her with a pecan i m having all types of emotions i love them so much,0.6369,0.0,0.792,0.208,Positive
287,297,2022-04-07 05:51:38+00:00,1.51194e+18, 290  Omnicron showing China that zero policy unsustainable,AndresGIbanez,omnicron showing china that zero policy unsustainable,0.0,0.0,1.0,0.0,Neutral
288,298,2022-04-07 05:47:28+00:00,1.51194e+18,"Might as well declare a new virus instead of the incessant and unmitigated “variants of COVID-19”. Ostensibly, Omnicron XE has “extremely high transmissibility” according to a female virologist . Make it COVID-22.",TIAGOMAULLE,might as well declare a new virus instead of the incessant and unmitigated variants of covid ostensibly omnicron xe has extremely high transmissibility according to a female virologist make it covid,0.2732,0.0,0.935,0.065,Positive
289,299,2022-04-07 05:37:46+00:00,1.51194e+18, The tummy jigglies! 🥹🥹♥️♥️♥️🤭,Fallen_Cherub,the tummy jigglies,0.0,0.0,1.0,0.0,Neutral
290,300,2022-04-07 05:25:29+00:00,1.51194e+18, Thanks for the update. Now we all know to stay away now that you are now more susceptible to Omnicron than an unvaxed person.,Gadianton12,thanks for the update now we all know to stay away now that you are now more susceptible to omnicron than an unvaxed person,0.4404,0.0,0.888,0.112,Positive
291,301,2022-04-07 05:19:53+00:00,1.51194e+18," DONT USE RATS: fact that we both tested negative on rats so went and got a pcr same day and it came back both positive, nurse at testing centre stated omnicron not showing uo much on rapids as it starts in the throat not nose. If you have symptoms get a pcr, stop the spread",pipsta_82,dont use rats fact that we both tested negative on rats so went and got a pcr same day and it came back both positive nurse at testing centre stated omnicron not showing uo much on rapids as it starts in the throat not nose if you have symptoms get a pcr stop the spread,-0.3182,0.096,0.846,0.059,Negative
292,302,2022-04-07 05:11:19+00:00,1.51193e+18,De mis nietos la mayor de 12 años de los 5 . 2 se vacunaron y 3 no los vacunaron los que se vacunaron les dio Omnicron.,EduardoWesselh1,de mis nietos la mayor de a os de los se vacunaron y no los vacunaron los que se vacunaron les dio omnicron,-0.296,0.091,0.909,0.0,Negative
293,303,2022-04-07 05:07:44+00:00,1.51193e+18,  _theAlien  _strikes _year_is_one     1 All this film is great but Beast of No Nation will always be my number one when ever that movie is on a list. 👌🏾,Fallen_Cherub,thealien strikes year is one all this film is great but beast of no nation will always be my number one when ever that movie is on a list,-0.1406,0.136,0.745,0.119,Negative
294,304,2022-04-07 04:32:19+00:00,1.51192e+18,"有個支那人說，omnicron 致死率已經是0了幹嘛還要打第三劑？

就是要打啊，怕你們他媽的又鍊出新品種。",Aliceyeh,omnicron,0.0,0.0,1.0,0.0,Neutral
295,305,2022-04-07 04:27:52+00:00,1.51192e+18," My hubby and I both got Omnicron. A few days feel like you have a bad cold. Both vaxxed.  My son, his pregnant wife and 2 boys not vaxxed. I gave it to them. Same symptoms.  So much for the shot works and your symptoms aren't as bad if you're vaxxed. It's time to live in reality.",winlaw_vanice,my hubby and i both got omnicron a few days feel like you have a bad cold both vaxxed my son his pregnant wife and boys not vaxxed i gave it to them same symptoms so much for the shot works and your symptoms aren t as bad if you re vaxxed it s time to live in reality,-0.6705,0.107,0.855,0.038,Negative
296,306,2022-04-07 04:07:36+00:00,1.51192e+18,"🔴 LIVE IN YOUTUBE: Tin tức trực tiếp buổi tối ở mỹ 06-04-2022
Nhấn vào đây để xem:
tintuc UNV UNVtinhbuoisang USNews tiengviet coronavirususa nguoiviet CoronavirusOutbreak  wildfire Omnicron OmnicronVariant WinterStor",AndynguyenTX,live in youtube tin t c tr c ti p bu i t i m nh n v o y xem tintuc unv unvtinhbuoisang usnews tiengviet coronavirususa nguoiviet coronavirusoutbreak wildfire omnicron omnicronvariant winterstor,0.4939,0.0,0.909,0.091,Positive
297,307,2022-04-07 04:07:24+00:00,1.51192e+18,"🔴 LIVE IN YOUTUBE: Tin tức trực tiếp buổi tối ở mỹ 06-04-2022
Nhấn vào đây để xem:
tintuc UNV UNVtinhbuoisang USNews tiengviet coronavirususa nguoiviet CoronavirusOutbreak  wildfire Omnicron OmnicronVariant WinterStor ",AndynguyenTX,live in youtube tin t c tr c ti p bu i t i m nh n v o y xem tintuc unv unvtinhbuoisang usnews tiengviet coronavirususa nguoiviet coronavirusoutbreak wildfire omnicron omnicronvariant winterstor,0.4939,0.0,0.909,0.091,Positive
298,308,2022-04-07 03:59:40+00:00,1.51192e+18,Will Smith fear being cancelled for his Oscar slap. Oh well if it isn’t the consequences of his actions.🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️,Fallen_Cherub,will smith fear being cancelled for his oscar slap oh well if it isn t the consequences of his actions,-0.3612,0.209,0.643,0.149,Negative
299,309,2022-04-07 03:56:16+00:00,1.51192e+18, _ I am a shell of a Marcus today,TheYoungMarcus,i am a shell of a marcus today,0.0,0.0,1.0,0.0,Neutral
300,310,2022-04-07 03:38:38+00:00,1.51191e+18, I pity the fool that thinks they need to mask and distance with omnicron strains.,SoMathur,i pity the fool that thinks they need to mask and distance with omnicron strains,-0.743,0.378,0.622,0.0,Negative
301,311,2022-04-07 03:33:15+00:00,1.51191e+18,"So the market reacted because of this? You know what to do next...🤭 Omnicron Xe
",therealryuji,so the market reacted because of this you know what to do next omnicron xe,0.0,0.0,1.0,0.0,Neutral
302,312,2022-04-07 03:11:12+00:00,1.5119e+18," Delta
Sinovac
Sinovac
Omnicron
Moderna

🙃",DabelyuPhi,delta sinovac sinovac omnicron moderna,0.0,0.0,1.0,0.0,Neutral
303,313,2022-04-07 03:09:53+00:00,1.5119e+18,Damn the girl i used to sit next to in hs history class is on one of them netflix dating shows. Fumbled.,TheYoungMarcus,damn the girl i used to sit next to in hs history class is on one of them netflix dating shows fumbled,-0.4019,0.114,0.886,0.0,Negative
304,314,2022-04-07 02:29:49+00:00,1.51189e+18,Ive done everything today off 1.5 hours of sleep. I cant be Human.,TheYoungMarcus,ive done everything today off hours of sleep i cant be human,0.0,0.0,1.0,0.0,Neutral
305,315,2022-04-07 02:14:51+00:00,1.51189e+18,"   It was never about risk assessment, just asserting power or lunatics actually believing cloth masks do anything. For anyone under 50, the masks served no purpose. Omnicron fixed it all by making everyone get the virus which is the best vaccine you can get. Even fauci knows it",2sexy4urtweet,it was never about risk assessment just asserting power or lunatics actually believing cloth masks do anything for anyone under the masks served no purpose omnicron fixed it all by making everyone get the virus which is the best vaccine you can get even fauci knows it,0.2991,0.089,0.799,0.112,Positive
306,316,2022-04-07 01:32:15+00:00,1.51188e+18, This is a bunch of horseshit. You need a bed cause you tested positive for the lesser severe Omnicron Covid. Lying China again,chargingwilly,this is a bunch of horseshit you need a bed cause you tested positive for the lesser severe omnicron covid lying china again,-0.34,0.203,0.676,0.122,Negative
307,317,2022-04-07 01:23:49+00:00,1.51188e+18,"   I’d guess most are “cooking the books” bundling up pre omnicron or some other type of slight of hand.

Efficacy was WAY worse with omni vs delta wave, and it’s early but looks to be worse for omni 2.0 vs omni 1.0",Oilersrebuild3,i d guess most are cooking the books bundling up pre omnicron or some other type of slight of hand efficacy was way worse with omni vs delta wave and it s early but looks to be worse for omni vs omni,-0.6415,0.131,0.827,0.042,Negative
308,318,2022-04-07 01:19:55+00:00,1.51188e+18,Mayonnaise ,Fallen_Cherub,mayonnaise,0.0,0.0,1.0,0.0,Neutral
309,319,2022-04-07 01:17:40+00:00,1.51188e+18,"     You realize the numbers from china are obviously not accurate right? Your argument is pathetic. WHO already said it is endemic a long time ago, there is no Zero covid with Omnicron. You’re just delaying the inevitable",jennerklaas,you realize the numbers from china are obviously not accurate right your argument is pathetic who already said it is endemic a long time ago there is no zero covid with omnicron you re just delaying the inevitable,-0.8126,0.194,0.806,0.0,Negative
310,320,2022-04-07 01:14:15+00:00,1.51187e+18," I’m triple vaccinated and just got over omnicron. Was not fun, we’re all vaccinated but only half the family got it.",William_Masso,i m triple vaccinated and just got over omnicron was not fun we re all vaccinated but only half the family got it,-0.2146,0.078,0.922,0.0,Negative
311,321,2022-04-07 00:48:00+00:00,1.51187e+18,"¡Ya, por favor! Una nueva subvariante de ómnicron está pegando duro en Inglaterra.
",ElFinanciero_Mx,ya por favor una nueva subvariante de mnicron est pegando duro en inglaterra,0.4019,0.0,0.816,0.184,Positive
312,322,2022-04-07 00:32:38+00:00,1.51186e+18,10 Omnicron!!! ,ChloeTheGr8st,omnicron,0.0,0.0,1.0,0.0,Neutral
313,323,2022-04-07 00:30:48+00:00,1.51186e+18,"In all honesty, why does everyone wants to be the villain so bad. Y’all corny af!",Fallen_Cherub,in all honesty why does everyone wants to be the villain so bad y all corny af,-0.7088,0.32,0.554,0.127,Negative
314,324,2022-04-07 00:28:57+00:00,1.51186e+18, 1 Y como por qué?  Quienes putas son ustedes?,soylacanallare1,y como por qu quienes putas son ustedes,0.0,0.0,1.0,0.0,Neutral
315,325,2022-04-07 00:28:01+00:00,1.51186e+18, Ciudadanía de 5 pelones🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,soylacanallare1,ciudadan a de pelones,0.0,0.0,1.0,0.0,Neutral
316,326,2022-04-07 00:21:09+00:00,1.51186e+18," Here's the thing hot shot. Omnicron, more transmissible but less deadly. The masks are about as effective as the vaccine at preventing transmission and infection. What does that tell you? Nature done what science could not! Well science probably would but is there money in that?",42Devo42,here s the thing hot shot omnicron more transmissible but less deadly the masks are about as effective as the vaccine at preventing transmission and infection what does that tell you nature done what science could not well science probably would but is there money in that,0.4174,0.065,0.854,0.081,Positive
317,327,2022-04-07 00:19:24+00:00,1.51186e+18, 2  I guess you forgot when Rankin took over he opened everything up at the start of Omnicron. So you’re wrong,Daveddbald1,i guess you forgot when rankin took over he opened everything up at the start of omnicron so you re wrong,-0.5209,0.144,0.856,0.0,Negative
318,328,2022-04-07 00:15:22+00:00,1.51186e+18,7 Début pandémie covid. 5 jours.  2eme fois Delta 3 jours. 3eme fois omnicron rien du tout. 0 vaccin,WeRoXNatioN,d but pand mie covid jours eme fois delta jours eme fois omnicron rien du tout vaccin,-0.1901,0.099,0.901,0.0,Negative
319,329,2022-04-07 00:14:54+00:00,1.51186e+18,I hate the unknown. I hate losing control. I need to know everything &amp; surprises pissed me tf off.,Fallen_Cherub,i hate the unknown i hate losing control i need to know everything amp surprises pissed me tf off,-0.9231,0.472,0.465,0.063,Negative
320,330,2022-04-07 00:09:57+00:00,1.51186e+18,"Common cold (also a coronavirus) kills 0.1% of those it infects.

Delta was about 0.3%.

Omnicron 0.03%

BA2?

You get the picture.",silvergoodenuf,common cold also a coronavirus kills of those it infects delta was about omnicron ba you get the picture,-0.5423,0.163,0.837,0.0,Negative
321,331,2022-04-07 00:04:01+00:00,1.51186e+18,My Jupiter is in Pisces. Bless my heart but how do I manifest?? Asking for my unhinged ass….,Fallen_Cherub,my jupiter is in pisces bless my heart but how do i manifest asking for my unhinged ass,-0.3071,0.196,0.619,0.186,Negative
322,332,2022-04-06 23:55:56+00:00,1.51186e+18, Omnicron was a bad cold with fever bad cough and lethargy for 8 days. Appetite loss (not totally) and coffee tasted like 💩 I had Ari our Siberian Shepsky for company. ,brobbel777,omnicron was a bad cold with fever bad cough and lethargy for days appetite loss not totally and coffee tasted like i had ari our siberian shepsky for company,-0.8481,0.306,0.628,0.065,Negative
323,333,2022-04-06 23:55:45+00:00,1.51186e+18,"I’m a Gemini sun &amp; Cancer Moon, Venus, Mercury. I AM the devil himself! jk🥴🫠 ",Fallen_Cherub,i m a gemini sun amp cancer moon venus mercury i am the devil himself jk,-0.836,0.371,0.549,0.08,Negative
324,334,2022-04-06 23:51:03+00:00,1.51185e+18, Ilysm! ♥️♥️♥️,Fallen_Cherub,ilysm,0.0,0.0,1.0,0.0,Neutral
325,335,2022-04-06 23:50:16+00:00,1.51185e+18,This whole post is weird AF. ,Fallen_Cherub,this whole post is weird af,-0.1779,0.254,0.746,0.0,Negative
326,336,2022-04-06 23:43:00+00:00,1.51185e+18, This font is everything ♥️♥️♥️,Fallen_Cherub,this font is everything,0.0,0.0,1.0,0.0,Neutral
327,337,2022-04-06 23:42:56+00:00,1.51185e+18," Dejate venir pues, y te demostraremos lo que es verdadera sentencia ciudadana.  Mientras tanto desde twitter das risa prófuga!",soylacanallare1,dejate venir pues y te demostraremos lo que es verdadera sentencia ciudadana mientras tanto desde twitter das risa pr fuga,0.0,0.0,1.0,0.0,Neutral
328,338,2022-04-06 23:16:41+00:00,1.51185e+18,   They don't have mRNA vaccines the other one is way less effective against omnicron. China just has to vaccinate more ASAP,MitchellFrondal,they don t have mrna vaccines the other one is way less effective against omnicron china just has to vaccinate more asap,0.4228,0.0,0.882,0.118,Positive
329,339,2022-04-06 23:11:22+00:00,1.51184e+18, Dont ever panic even you and anyone of your family members are positive with Omnicron but dont be areless  is just like the seasonal flu.WHO says politicians &amp; frontliners are creating more problems than the Omnicron!,kims20161,dont ever panic even you and anyone of your family members are positive with omnicron but dont be areless is just like the seasonal flu who says politicians amp frontliners are creating more problems than the omnicron,0.2051,0.152,0.638,0.21,Positive
330,340,2022-04-06 23:06:55+00:00,1.51184e+18," Remember when Trump did this, and Biden rolled it back so he could re-do it and take all the credit? Yeah, we remember. I guess  doesn't.",watchingthewea1,remember when trump did this and biden rolled it back so he could re do it and take all the credit yeah we remember i guess doesn t,0.5859,0.0,0.844,0.156,Positive
331,341,2022-04-06 23:06:29+00:00,1.51184e+18," Do the following whether you have Omnicron or not for your own safety and for the safety of others too.
1.Always eat meals and drink hot tea and water.
2.Drink hot lemon &amp; ginger water 3 times a day.
3. Eat 1-2 cloves of raw garlic with your meals daily.Take care n stay safe!",kims20161,do the following whether you have omnicron or not for your own safety and for the safety of others too always eat meals and drink hot tea and water drink hot lemon amp ginger water times a day eat cloves of raw garlic with your meals daily take care n stay safe,0.8934,0.0,0.804,0.196,Positive
332,342,2022-04-06 22:49:30+00:00,1.51184e+18,_Garrett So it's omnicron?,wshalhoub929,garrett so it s omnicron,0.0,0.0,1.0,0.0,Neutral
333,343,2022-04-06 22:34:43+00:00,1.51183e+18,2022 Covid Omnicron XE - how many MPG and does it come with cup holders?  ,mssteuer,covid omnicron xe how many mpg and does it come with cup holders,0.0,0.0,1.0,0.0,Neutral
334,344,2022-04-06 22:19:43+00:00,1.51183e+18,"4 actually kinda learned this in a lecture for uni yesterday. Not a doctor but it's probably another mutated version of COVID, specifically another mutated version the omicron version. The booster I believe accounts for the first mutated version of omnicron. There are also other...",yofernan24,actually kinda learned this in a lecture for uni yesterday not a doctor but it s probably another mutated version of covid specifically another mutated version the omicron version the booster i believe accounts for the first mutated version of omnicron there are also other,0.0,0.0,1.0,0.0,Neutral
335,345,2022-04-06 22:17:33+00:00,1.51183e+18, 3d  Unless I had omnicron I know I didn’t have it as I was part of a study in 2020 that checked us every 2 weeks for a yr for active and prior infections,CurlzRN,d unless i had omnicron i know i didn t have it as i was part of a study in that checked us every weeks for a yr for active and prior infections,0.4019,0.0,0.922,0.078,Positive
336,346,2022-04-06 22:07:42+00:00,1.51183e+18, Is the comic con still happening even if their will be a sixth wave of covid19 &amp; Omnicron???,teletran33,is the comic con still happening even if their will be a sixth wave of covid amp omnicron,0.0,0.0,1.0,0.0,Neutral
337,347,2022-04-06 22:06:29+00:00,1.51183e+18,They're going to interview a guy who just bought a mansion on the sea about the imminent danger of rising sea levels. This should be great. ,watchingthewea1,they re going to interview a guy who just bought a mansion on the sea about the imminent danger of rising sea levels this should be great,0.1779,0.105,0.769,0.126,Positive
338,348,2022-04-06 22:04:53+00:00,1.51183e+18,Anybody read up on the story of King Solomon &amp; his demons? That is the most interesting thing I’ve ever read.🤔,Fallen_Cherub,anybody read up on the story of king solomon amp his demons that is the most interesting thing i ve ever read,0.4576,0.0,0.875,0.125,Positive
339,350,2022-04-06 21:54:36+00:00,1.51182e+18,"_H_R So basically, aids trodden populations were the source of Omnicron and they continue to create sub variants. Nice (irony)! CoVID + aids = Omnicron?",z3phyrus786,h r so basically aids trodden populations were the source of omnicron and they continue to create sub variants nice irony covid aids omnicron,0.5719,0.044,0.775,0.181,Positive
340,351,2022-04-06 21:54:27+00:00,1.51182e+18,Got the good! ,Fallen_Cherub,got the good,0.4404,0.0,0.408,0.592,Positive
341,353,2022-04-06 21:51:10+00:00,1.51182e+18,Good Afternoon Tweeters. Hope Everyone is Either Staying Safe or Getting Vaccinated From COVID19/Omnicron. How's it Going?,deadcon8,good afternoon tweeters hope everyone is either staying safe or getting vaccinated from covid omnicron how s it going,0.8271,0.0,0.648,0.352,Positive
342,354,2022-04-06 21:49:54+00:00,1.51182e+18, Omnicron bb,Skormhammer,omnicron bb,0.0,0.0,1.0,0.0,Neutral
343,355,2022-04-06 21:45:39+00:00,1.51182e+18,They should have sacrificed themselves to the Omnicron gods like America did. ,CapsHokies90,they should have sacrificed themselves to the omnicron gods like america did,0.3612,0.0,0.815,0.185,Positive
344,356,2022-04-06 21:32:37+00:00,1.51182e+18,52357925 _of_Victory1 24 Lol they made the original vaccine before the delta and omnicron varients mutated.. learn how to keep up with the time line of events. You just make yourself sound like a moron. You can't make a vaccine for a varient that doesn't exist at the time of making it. Lol,Ayerlyn4,of victory lol they made the original vaccine before the delta and omnicron varients mutated learn how to keep up with the time line of events you just make yourself sound like a moron you can t make a vaccine for a varient that doesn t exist at the time of making it lol,0.7351,0.051,0.783,0.166,Positive
345,357,2022-04-06 21:27:15+00:00,1.51182e+18," The Health department will state, unless the masks are N95, other masks are ill effective in mitigating against Omnicron. 
Some people are starting to show testing injuries from rigorous testing mandates, resulting in surgical procedures wanews",neil_daws,the health department will state unless the masks are n other masks are ill effective in mitigating against omnicron some people are starting to show testing injuries from rigorous testing mandates resulting in surgical procedures wanews,-0.2023,0.12,0.805,0.076,Negative
346,358,2022-04-06 21:21:26+00:00,1.51182e+18," Because Mark McGowan knows that the efficacy of vaccination against Omnicron is mediocre &amp; he does not want the public to know about his vaccination mandate ills perthnews wanews Mark has postponed the inevitable whole population acquiring the virus, some now with testing injur",neil_daws,because mark mcgowan knows that the efficacy of vaccination against omnicron is mediocre amp he does not want the public to know about his vaccination mandate ills perthnews wanews mark has postponed the inevitable whole population acquiring the virus some now with testing injur,-0.2551,0.067,0.933,0.0,Negative
347,359,2022-04-06 21:19:43+00:00,1.51182e+18, $BradleySteinmetz. Can't have hernia operation due to too many medical bills from having been hospitalized from covid and omnicron variant. Can't lift anything right now I'm in so much pain.,BradSym,bradleysteinmetz can t have hernia operation due to too many medical bills from having been hospitalized from covid and omnicron variant can t lift anything right now i m in so much pain,-0.5542,0.101,0.899,0.0,Negative
348,360,2022-04-06 21:10:59+00:00,1.51181e+18," _esteban Las medidas sanitarias chinas ante omnicron hay que considerar ahí, al menos como parte de esa explicación",jujizel,esteban las medidas sanitarias chinas ante omnicron hay que considerar ah al menos como parte de esa explicaci n,0.0,0.0,1.0,0.0,Neutral
349,361,2022-04-06 21:04:24+00:00,1.51181e+18,"AG Garland, VP's press secretary, Rep Adam Schiff, the CIA director, a general all tested COVID positive recently. Before that Press Sec Psaki, asst press sec. Now saying COVIDvax may not be so effective against Omnicron subvariant. Maybe giving up masks not a good idea .",KarenBRubin,ag garland vp s press secretary rep adam schiff the cia director a general all tested covid positive recently before that press sec psaki asst press sec now saying covidvax may not be so effective against omnicron subvariant maybe giving up masks not a good idea,0.8218,0.044,0.772,0.184,Positive
350,362,2022-04-06 21:00:27+00:00,1.51181e+18,_miguel Ya sacaron una nueva omnicron la XE ,CrnoOk0,miguel ya sacaron una nueva omnicron la xe,0.0,0.0,1.0,0.0,Neutral
